solar_zenith,surface_temp,elevation,slope,reflectance,crater_density,sensor_noise_alpha,sensor_noise_beta,label
33.708610696262625,249.90107311871603,-1261.3846513551514,4.389862667945455,0.130558320957904,18,-10.5022129972677,-42.95380739035145,1
85.56428757689245,324.0240317537783,4280.617559673123,9.164656513165532,0.1705744031862172,18,35.20324907803841,-41.14338877398285,1
65.87945476302646,268.8000341968999,3331.3581610277915,21.939647226239465,0.0553396085692524,23,-22.710007759277588,16.63480846744953,0
53.8792635777333,124.99077493353892,1461.870868203156,3.1474963571498926,0.1654429852238207,18,20.846446204309014,-44.208272392549176,1
14.041677639819287,155.67407103506662,-686.1518614827963,1.257954083617,0.1116011596259923,16,-125.24271795354164,-4.411786632627738,1
14.039506830258238,165.79845520927574,2401.259321959446,1.4014060095991334,0.0637618716460951,21,29.87972055183909,-4.985462039116619,1
5.227525095137952,177.35927609345345,-2266.919278100917,6.829058234319978,0.1093147482311713,15,75.80890154062752,-26.592523154502445,0
77.95585311974416,269.6210175851513,2153.1506304885183,13.172768648208791,0.1716032462817453,15,27.614797813769236,7.334258787470752,0
54.10035105688879,251.18973394761804,1855.947074840088,10.707765489389766,0.1007066006612457,24,-77.96238388043133,11.53428053778903,0
63.726532001644095,160.94801150926267,-302.69146929856146,6.049339436486294,0.1319735886255507,21,-161.29584752228502,-41.37942224183466,1
1.85260448662222,120.26645303670612,2278.372626701544,13.067368425704425,0.0554725607220486,14,9.542265438693711,15.772062153079744,0
87.29188669457949,151.4296613424154,-894.4422589276998,10.050398619033263,0.05,14,-57.1699207520467,36.3204378890031,0
74.91983767203796,395.314393785581,-2530.1711961964675,9.894819279362729,0.0769304392126666,20,161.99611156267895,-10.190354068913166,0
19.11051996104485,240.5640849374417,1955.9300259998429,2.2611846861362768,0.1605123203868194,20,141.8815685210218,-48.84487567749755,1
16.364247048639054,360.20365141063377,-170.48585827891847,3.748148139349202,0.117966747288609,21,-186.71403607646383,1.0043873684235294,1
16.506405886809045,354.62574000065297,1203.5612065973353,4.222415366586833,0.1639878484752185,18,-26.441026380379263,-47.88352984700539,1
27.381801866358398,253.4558672388621,3641.773183118812,16.512539335637697,0.1663245463415064,18,-75.8416261706741,40.75655864270324,0
47.22807884690141,312.00631253816306,-1444.5081447925936,14.921460683497084,0.0896739382100499,19,-118.73073555846318,-5.451439431332631,0
38.87505167779042,157.8256031238137,-286.7590096799506,2.912521140266931,0.1826800406537094,27,-16.916065740063583,-48.17264616647808,1
26.210622617823773,306.51901147807246,3139.269009155428,0.5673150130828655,0.0982248164260725,12,-79.02134055134748,-2.384409871186733,1
55.06676052501415,181.71537377898687,1337.463461710567,14.60086484356173,0.1600144887070193,9,-91.34090163499964,7.639080902285286,0
12.554447458683764,349.61862902624523,-1399.5654884091923,5.274059521982918,0.1583796600954183,20,-101.75029508556835,40.6657238892751,1
26.293018368169637,125.11723993267296,-1910.0354070789567,2.4820904368440795,0.1226013806165597,22,132.6885281430954,-27.47488111388514,1
32.97256589643225,331.94160186558327,-1056.1612802066911,1.244491845302289,0.1226665083894398,23,-19.824484932330527,7.270657951713574,1
41.04629857953324,129.98107197058584,-1476.8294096057566,0.1289746648864476,0.1328184277587438,16,-6.2463947455541335,3.3537368306398108,1
70.66583652537122,364.3567710682927,474.69623897906166,5.581437328646289,0.1246174945775821,19,126.11388048664044,-39.23997372112971,1
17.970640394252378,191.26135544050112,156.86901439519923,4.151576509875482,0.1043945188602191,22,-31.6326799197636,46.17066361966086,1
46.28109945722505,296.31800944917245,558.4755085507026,11.922753230955292,0.1009639581401335,21,31.99972816806134,-19.23840524268212,0
53.31731119758382,246.25068358608397,-1681.6256031195646,37.5781942074644,0.1047143676889976,25,-72.3579187461979,22.409942700967196,0
4.180537144799795,209.8909435787017,-141.66781505051026,2.316579708470462,0.1687286564486147,18,-49.652095929799295,28.505365299596647,1
54.67903667112945,293.63254995504894,-4111.399547912433,2.7843976826154964,0.0564663981486161,21,12.1987725861942,18.98608698441205,1
15.347171131856236,384.25689416537136,290.0126347227329,4.114367683282855,0.1001263298067268,28,20.011141528362717,-38.18719418188352,1
5.8546433686751564,112.38092421238656,2350.8812899117306,6.272426582331583,0.1069623679666717,19,74.55222231465962,-12.189189641412504,1
85.39969835279999,375.6558567649313,-2849.4918186923605,11.963310614287812,0.1108760705657575,24,107.11038594310232,32.87727750589788,0
86.90688297671034,282.72449650630404,966.8564612949224,4.339132286257242,0.1318710007567156,13,-5.339271774194336,32.25684559716278,1
72.7557613304815,342.1942902307157,-1222.0287035211263,1.1003871133859089,0.0660700216710207,33,108.02362179088507,-25.54809994458673,1
27.41523922560336,215.16248603028328,1605.0023073867387,13.105994443207864,0.1610126425207104,21,-82.27709988113678,3.819910590242479,0
8.790490260574549,241.55289245128407,317.2949024245576,15.829989135563224,0.155478152334181,19,70.63575581575128,32.04678242402777,0
61.58097238609412,360.6552255403492,809.4082253208816,2.8455185082850982,0.1469733577710608,13,-73.51297103051292,11.277875047066344,1
39.61372443656412,224.45439094294693,129.6477975108809,1.4705817557028802,0.1116976564563696,31,-70.04465253661175,-28.66458556246297,1
10.983441136030097,260.39787002472553,2656.6636127687057,7.50354881071345,0.0904659198136844,17,103.12077464065466,29.88197125892285,0
44.56592191001432,106.05847692529989,694.8209553902047,2.3359081046587056,0.1069919363118817,23,-223.2777897350373,33.1478421842983,1
3.094966900369656,147.5794017514127,-1410.8474280049024,4.686660176050022,0.1224346043727349,26,66.25243005274383,41.894413832462135,1
81.83883618709038,292.5059523924399,197.4301046420072,15.02204642056425,0.1466474306460033,21,19.83739557097222,33.72242833291148,0
23.290198344001524,315.09307031916313,-737.7620859320987,2.47957695369485,0.1167475517856818,24,16.825212974948123,13.386952939238384,1
59.62700559185838,274.78028103534984,324.7998130391783,16.412344112134843,0.134418104536125,19,161.82622607862166,-3.4823220245387887,0
28.053996848046985,142.9930108826832,-839.5394247336254,11.209192118150773,0.1026436495635052,19,-107.31573860734647,49.79679105909737,0
46.80612190600297,233.62162857335045,-1353.6214710926292,2.481099642986738,0.1314530342458008,30,-117.69172220373724,48.16487318513663,1
49.203925140895166,206.52842990895692,398.5444254968917,7.474019105061611,0.1100320025700675,24,110.97550538000851,-2.10891333708716,0
16.636900997297435,248.6984032105265,111.57925723310724,9.52101248878036,0.1307180619147497,31,-21.087641048963413,25.814000923007768,0
87.26261649881027,361.09871036622826,2127.911690091695,2.234886581237693,0.05,19,121.30802438390089,-16.390193690833165,1
69.76195410250031,332.7584315975956,-829.911758265626,1.565945554413362,0.1394841749344471,16,65.87300067865435,-30.64583833267328,1
84.55490474077702,125.19685041674768,-3961.707694990615,7.575106437970761,0.1416001245176878,21,33.04518577815196,40.9202517161588,0
80.5344615384884,367.09275933236927,-727.7415969266258,11.836512467812105,0.1411584988110331,22,-20.82639683488713,-45.82086271304804,0
53.810998092997664,241.53014534494707,-3252.861517833154,6.256172133961465,0.0805022995666396,17,-25.25856333857024,24.245538075027014,1
82.96868115208052,323.1586434657995,831.3439481931523,0.7261289644789037,0.0915947713977067,20,198.63833039427317,34.326691233981805,1
7.964325184672755,142.01176937930563,-3347.795856697576,25.93107284057845,0.0852564555827975,12,-61.18906581949355,22.253346672349625,0
17.638457617723066,301.2158577121144,-1976.7421248282028,11.87330216511518,0.1331992256133465,20,104.04062266007584,38.229985601962326,0
4.0704560019484255,170.8978052828374,-724.668916549726,9.707371125094538,0.1463289966438905,15,-92.27550944471176,-22.5335079948199,0
29.27972976869379,231.51426914227943,3087.9012095222897,10.31777377309053,0.0921374851709315,24,-89.21724883908365,28.54719305027784,0
34.98095607205338,105.05886102463133,-2145.780231429835,5.085043215872536,0.172624509317182,20,18.26261582415051,21.41729940855278,1
24.421412859650637,145.4831913791428,24.8099662931724,41.60516372040276,0.1720954706514924,20,-15.265059972022865,48.55434900803144,0
74.58637582367363,127.62414793708592,1159.953153914518,1.4234637261611849,0.1255183528508678,25,96.08526394807136,41.26520309749145,1
32.10779940242303,171.92325188147754,2968.1211064413947,13.437766945999307,0.1348354375594873,22,-27.74961453387009,-43.6487616718546,0
25.28410587186427,130.00542700729667,1555.5895034428197,5.462385933811243,0.0528179806859112,17,-51.8752468923532,-36.88496569215185,1
48.84264748424236,307.57300798586857,2187.8139032649306,21.294392345269166,0.0988384074530075,17,-127.17323669270615,49.88540703363377,0
12.683180247728638,108.7119706627658,1728.6141177030825,12.632320382275504,0.0699056196671564,12,233.69591022820137,11.414513898951007,0
72.19772826786357,285.3221501874994,-2418.245942792278,8.261123868917636,0.0836005450327883,17,-148.1372531039942,-40.58747702300525,0
6.709557931179374,142.21234924767228,719.3842086340935,27.756916816536886,0.140580753764883,12,311.618529282948,-17.160126229658445,0
88.81982429404655,383.5484371533691,1697.321904344445,24.35469391483281,0.1502422961467203,20,67.04284202590856,-11.754440665664523,0
69.50202923669917,379.92822193295626,-1913.00057934804,0.5375315521044354,0.1519143145848799,16,45.01180887517261,-42.78424579514586,1
17.884411338075516,167.6509307562888,-1159.519753448045,2.1392126603997945,0.1296676586904822,20,-150.69012307458414,12.093220871919977,1
0.4969905411242159,284.32638946690884,-1606.3845902541125,11.271555540969116,0.1409349811168971,13,54.63459643653052,44.72723194952334,0
73.39152856093507,108.40159584173752,1545.2459719360663,25.489899338395816,0.0564346612990851,21,-155.19456915443678,20.25681620121253,0
63.61716094628554,379.53656291535225,-138.562240658264,5.626980376268971,0.0684187169808953,26,-16.48417984890216,35.85098222024263,1
65.61064512368885,256.89619245751294,-641.691788670194,0.3905818153708439,0.1116313061849209,26,109.8682565662669,42.41235762510668,1
69.41433120173512,112.9669454253337,-2563.3398333059754,10.308525050657382,0.1438994498137821,23,-144.25409241589674,48.12993152494349,0
6.664018656068133,202.7499979024412,-134.78850638758485,2.1652425383283807,0.1021094477899387,25,65.42934543593671,31.13150148144142,1
32.261915568984534,123.05483855837026,-1135.176709969498,8.036804592885254,0.0655686610671944,19,-36.22127542730325,1.6320294424475603,0
10.428215357261674,217.88333181200795,486.6791305283247,4.856181171295698,0.0923294924004347,28,56.40116224998173,-42.98072438039146,0
77.67930832880342,300.97790264839693,-2285.934397290902,8.165065732146557,0.0826605955335307,15,-134.26698537322105,-44.70075140952442,1
56.09683141448021,240.9669724124319,355.81251901240125,26.94684710483188,0.0510204532673503,17,132.6385634778761,26.288409247608985,0
29.780822236738427,215.11665241583637,-877.9015409976414,6.651441324259429,0.2089757052458879,17,69.40058237073283,-24.67508076592231,1
5.720251525742127,135.74711366213944,-2498.593851470293,0.3513903128485766,0.1693148617025835,20,-84.12174065478493,-9.243718050274651,1
27.9884089544096,173.4817137080969,-2654.5680757562936,8.696886414107112,0.05,16,-77.71642858781142,30.36484953715524,0
29.266498982407235,130.04298632150534,-2354.040776045388,3.941476876558592,0.05,22,127.01528378399772,11.64411890387612,1
65.66455605042577,342.2496194969982,-412.7981148810843,15.056856691343546,0.0877604362821742,28,-42.70523984396786,29.92105209068812,0
57.38017242196918,140.57194839541677,241.9908687270008,6.34743319834322,0.0604266552819885,24,-84.22152019349026,5.17623144328725,1
79.84914683186939,278.61200996466806,539.6472647543624,13.523596629425771,0.2153047489462467,19,52.16155897648963,-29.602043823311615,0
42.49934326457544,202.82212407665375,615.1058354568952,23.949306205572995,0.0879072046398897,21,64.3910612207805,28.16150020326522,0
10.763482134447154,167.79351539655505,-1517.0465219584007,4.498465412839662,0.134461613597237,17,-55.56010079003878,20.501267611805147,1
64.19203085006956,291.84053184763115,2116.805816190351,45.0,0.0997681597187508,21,143.21271972087567,0.5370572664792448,0
68.47065437552077,237.1006928130822,-884.451052016306,1.622987960110291,0.0733126233598451,8,-0.1742947415620556,5.682176432937048,1
50.51494778125466,220.0436401853677,900.2995201194641,10.326326617470622,0.1618938874776958,18,91.2700693394095,-44.39412442643285,0
69.38704619591049,277.8556014676665,-328.31086698763363,0.3538638086629141,0.1461932229964351,21,90.93264850236936,21.05189828899431,1
44.44160367279517,247.38028854700025,751.2424634060831,2.3959903550916986,0.1176172653127192,16,-132.3660452423985,24.640553663807022,1
47.04595464437946,191.04526256546825,-428.6561322898275,10.045171871085667,0.2152773892439197,23,115.80549064515684,16.65109421474986,0
38.47869165226947,267.71838632957554,787.2697531491328,0.4729261259889636,0.1294022039563456,19,102.27985903740957,-5.328053701297577,1
2.2877214069685667,300.8495729652084,-14.77773976064718,1.0734813999539368,0.101741249947806,23,33.501707379829696,-47.50203782654955,1
9.7102284293974,108.00794757605628,1627.681141301378,3.439146960245894,0.1966109230913469,22,-241.15414891703816,14.815594461254449,1
2.8286267118060824,239.7615186723026,-1637.3700864223963,8.571663783853058,0.1361550330146281,21,23.4384968955029,25.696473047161007,0
57.27693701374024,117.30498537506313,-3539.7826717811568,0.1611165382600007,0.1851167854179179,24,-90.91309729352312,-12.61479634236474,1
28.2920382968694,155.92162422043333,-1946.7148388681933,6.58464165623335,0.1184364564829667,19,-136.50047345104295,-9.050834806436882,0
45.77136220482325,268.1526202233919,2137.8368304760675,9.82814552402006,0.05,15,-15.683144253537092,-32.9537055035039,0
81.68098265334837,359.85667457967423,-309.1176397754792,5.150391362089852,0.0576498425626156,16,-217.98441792221047,14.450881534339617,1
