solar_zenith,surface_temp,elevation,slope,reflectance,crater_density,sensor_noise_alpha,sensor_noise_beta,label,slope_sq,log1p_slope,slope_flat,slope_steep,slope_x_crater,slope_per_crater,slope_x_temp,slope_x_elev,elev_abs,elev_positive,temp_from_mean,sin_zenith,cos_zenith,noise_total,noise_sq_sum,zenith_x_reflectance,temp_x_reflectance,elev_x_crater,temp_per_elev
33.708610696262625,249.90107311871603,-1261.3846513551514,4.389862667945455,0.130558320957904,18,-10.5022129972677,-42.95380739035145,1,19.27089424342119,1.6845199055509392,1,0,79.0175280230182,0.23104540357607659,1097.031391563359,-5537.305390903372,1261.3846513551514,0,2.5989268812839725,0.55496945140759,0.8318707279405608,-53.45602038761915,1955.3260471673893,4.400939614327692,32.62666451195796,-22704.923724392724,0.19795953067906116
85.56428757689245,324.0240317537783,4280.617559673123,9.164656513165532,0.1705744031862172,18,35.20324907803841,-41.14338877398285,1,83.9909290043074,2.3189166553795717,0,0,164.9638172369796,0.4823503427981859,2969.5689530344193,39230.38959862903,4280.617559673123,1,71.52403175377827,0.997004739629803,0.07734047553324779,-5.940139695944438,2932.0471854575103,14.595077287482288,55.27020583439262,77051.1160741162,0.07567794816744812
65.87945476302646,268.8000341968999,3331.3581610277915,21.939647226239465,0.0553396085692524,23,-22.710007759277588,16.63480846744953,0,481.34812041183704,3.1328667334765927,0,1,504.6118862035077,0.9141519677599778,5897.377924681088,73088.8228372036,3331.3581610277915,1,16.3000341968999,0.912687698583865,0.4086577600556337,-6.075199291828056,792.4613051751788,3.645743239341655,14.8752886758581,76621.2377036392,0.08066360853420225
53.8792635777333,124.99077493353892,1461.870868203156,3.1474963571498926,0.1654429852238207,18,20.84644620430901,-44.208272392549176,1,9.906733318271844,1.4225048647577592,1,0,56.65493442869807,0.1656577030078891,393.40800878065585,4601.233232292984,1461.870868203156,1,127.50922506646108,0.8077765897209792,0.5894887455233941,-23.361826188240165,2388.945667282975,8.91394620796127,20.678846930443378,26313.67562765681,0.08544211088642777
14.041677639819287,155.67407103506662,-686.1518614827963,1.257954083617,0.1116011596259923,16,-125.24271795354164,-4.411786632627738,1,1.5824484764886861,0.8144591305415266,1,0,20.127265337872,0.07399729903629412,195.830833371845,-863.1475361336898,686.1518614827963,0,96.82592896493338,0.2426276363265505,0.9701194926866438,-129.65450458616937,15705.202261682216,1.5670675076981992,17.373406851212536,-10978.429783724741,0.226549733415754
14.039506830258238,165.79845520927574,2401.259321959446,1.4014060095991334,0.0637618716460951,21,29.87972055183909,-4.985462039116619,1,1.9639388037405665,0.8760544031511732,1,0,29.4295262015818,0.06370027316359697,232.35095151253176,3365.139244399908,2401.259321959446,1,86.70154479072426,0.24259088048405753,0.9701286846114642,24.89425851272247,917.652531999468,0.8951852324854014,10.57161982017469,50426.44576114837,0.06901771748523772
5.227525095137952,177.35927609345345,-2266.919278100917,6.829058234319978,0.1093147482311713,15,75.80890154062752,-26.592523154502445,0,46.6360363677335,2.057842226181416,0,0,102.43587351479968,0.42681613964499865,1211.1968248390287,-15480.923762653767,2266.919278100917,0,75.14072390654655,0.09111099610856176,0.9958407434866811,49.21637838612507,6454.151840519306,0.571445589647135,19.387984612618663,-34003.78917151375,0.07820352241194777
77.95585311974416,269.6210175851513,2153.1506304885183,13.172768648208791,0.1716032462817453,15,27.61479781376924,7.334258787470752,0,173.52183385923246,2.651322422634394,0,0,197.59152972313186,0.8232980405130494,3551.6552873438327,28362.955120170147,2153.1506304885183,1,17.12101758515132,0.9779871126874226,0.20866529998377456,34.94905660123999,816.3684102569464,13.37747746201102,46.267841883399505,32297.259457327775,0.12516349310447555
54.10035105688879,251.18973394761804,1855.947074840088,10.707765489389766,0.1007066006612457,24,-77.96238388043133,11.53428053778903,0,114.65624177576646,2.460252338682827,0,0,256.9863717453544,0.42831061957559063,2689.6807644533014,19873.04603810658,1855.947074840088,1,1.3102660523819623,0.8100452331918201,0.5863673935198049,-66.4281033426423,6211.172927844158,5.4482624495193015,25.29646422686732,44542.72979616211,0.13527027094687089
63.726532001644095,160.94801150926267,-302.69146929856146,6.049339436486294,0.1319735886255507,21,-161.29584752228502,-41.37942224183466,1,36.59450761782831,1.9529339154820449,0,0,127.03612816621218,0.2749699743857406,973.6291532470326,-1831.083442315768,302.69146929856146,0,91.55198849073733,0.8966915075817916,0.4426560066583236,-202.67526976411966,27728.60701300026,8.41021911891797,21.24088666102383,-6356.52085526979,0.5299721190094853
